Location,Year,Month,Rainfall
Cairns,2017,1,374.8
Cairns,2017,2,483.8
Cairns,2017,3,121.2
Cairns,2017,4,183.2
Cairns,2017,5,72.4
Cairns,2017,6,20.8
Canberra,2007,11,95.4
Canberra,2007,12,101.0
Canberra,2008,1,43.8
Canberra,2008,2,64.6
Canberra,2008,3,30.0
Canberra,2008,4,17.400000000000002
Canberra,2008,5,12.799999999999999
Canberra,2008,6,21.8
Canberra,2008,7,44.0
Canberra,2008,8,17.6
Canberra,2008,9,40.8
Canberra,2008,10,33.6
Canberra,2008,11,87.4
Canberra,2008,12,121.0
Canberra,2009,1,52.0
Canberra,2009,2,7.0
Canberra,2009,3,10.2
Canberra,2009,4,72.60000000000001
Canberra,2009,5,2.4000000000000004
Canberra,2009,6,35.4
Canberra,2009,7,30.400000000000002
Canberra,2009,8,36.4
Canberra,2009,9,57.0
Canberra,2009,10,45.0
Canberra,2009,11,16.2
Canberra,2009,12,75.6
Canberra,2010,1,6.8
Canberra,2010,2,133.2
Canberra,2010,3,88.0
Canberra,2010,4,19.4
Canberra,2010,5,79.4
Canberra,2010,6,20.2
Canberra,2010,7,62.199999999999996
Canberra,2010,8,66.2
Canberra,2010,9,63.8
Canberra,2010,10,102.80000000000001
Canberra,2010,11,119.4
Canberra,2010,12,198.4
Canberra,2011,1,54.0
Canberra,2011,2,129.2
Canberra,2011,3,41.4
Canberra,2011,5,12.0
Canberra,2011,6,8.799999999999999
Canberra,2011,7,25.2
Canberra,2011,8,50.8
Canberra,2011,9,32.6
Canberra,2011,10,25.2
Canberra,2011,11,113.2
Canberra,2011,12,64.0
Canberra,2012,1,46.8
Canberra,2012,2,126.4
Canberra,2012,3,193.4
Canberra,2012,4,16.9
Canberra,2012,5,33.2
Canberra,2012,6,47.800000000000004
Canberra,2012,7,34.9
Canberra,2012,8,40.4
Canberra,2012,9,41.6
Canberra,2012,10,66.80000000000001
Canberra,2012,11,29.0
Canberra,2013,1,72.60000000000001
Canberra,2013,3,26.6
Canberra,2013,4,9.8
Canberra,2013,5,6.6000000000000005
Canberra,2013,6,85.2
Canberra,2013,7,42.800000000000004
Canberra,2013,8,27.0
Canberra,2013,9,91.0
Canberra,2013,10,13.399999999999999
Canberra,2013,11,105.6
Canberra,2013,12,23.2
Canberra,2014,1,4.8
Canberra,2014,2,83.6
Canberra,2014,3,88.0
Canberra,2014,4,69.2
Canberra,2014,5,14.4
Canberra,2014,6,57.2
Canberra,2014,7,16.200000000000003
Canberra,2014,8,26.8
Canberra,2014,9,28.8
Canberra,2014,10,53.4
Canberra,2014,11,24.2
Canberra,2014,12,102.0
Canberra,2015,1,97.0
Canberra,2015,2,30.2
Canberra,2015,3,12.4
Canberra,2015,4,91.8
Canberra,2015,5,12.200000000000001
Canberra,2015,6,55.2
Canberra,2015,7,37.199999999999996
Canberra,2015,8,66.8
Canberra,2015,9,13.6
Canberra,2015,10,26.599999999999998
Canberra,2015,11,67.6
Canberra,2015,12,35.0
Canberra,2016,1,106.4
Canberra,2016,2,23.4
Canberra,2016,3,28.400000000000002
Canberra,2016,4,6.800000000000001
Canberra,2016,5,47.6
Canberra,2016,6,144.20000000000002
Canberra,2016,7,71.0
Canberra,2016,8,46.2
Canberra,2016,9,149.2
Canberra,2016,10,43.6
Canberra,2016,11,56.8
Canberra,2016,12,64.6
Canberra,2017,1,8.4
Canberra,2017,2,20.6
Canberra,2017,3,85.2
Canberra,2017,4,31.6
Canberra,2017,5,34.2
Canberra,2017,6,2.2
Cobar,2009,1,31.4
Cobar,2009,2,72.80000000000001
Cobar,2009,3,10.6
Cobar,2009,4,25.4
Cobar,2009,5,37.800000000000004
Cobar,2009,6,88.4
Cobar,2009,7,18.2
Cobar,2009,8,1.0
Cobar,2009,9,17.0
Cobar,2009,10,32.6
Cobar,2009,11,9.8
Cobar,2009,12,32.8
Cobar,2010,1,11.2
Cobar,2010,2,128.2
Cobar,2010,3,29.400000000000002
Cobar,2010,4,38.0
Cobar,2010,5,29.599999999999998
Cobar,2010,6,19.4
Cobar,2010,7,81.6
Cobar,2010,8,26.0
Cobar,2010,9,23.4
Cobar,2010,10,95.2
Cobar,2010,11,125.39999999999999
Cobar,2010,12,70.8
Cobar,2011,1,19.0
Cobar,2011,2,32.6
Cobar,2011,3,25.0
Cobar,2011,5,43.2
Cobar,2011,6,2.2
Cobar,2011,7,13.6
Cobar,2011,8,16.8
Cobar,2011,9,28.2
Cobar,2011,10,23.0
Cobar,2011,11,52.2
Cobar,2011,12,37.8
Cobar,2012,1,111.6
Cobar,2012,2,49.4
Cobar,2012,3,86.6
Cobar,2012,4,0.2
Cobar,2012,5,12.0
Cobar,2012,6,33.2
Cobar,2012,7,28.0
Cobar,2012,8,0.6
Cobar,2012,9,17.4
Cobar,2012,10,2.4
Cobar,2012,11,32.199999999999996
Cobar,2013,1,0.6
Cobar,2013,3,55.6
Cobar,2013,4,0.0
Cobar,2013,5,23.8
Cobar,2013,6,81.0
Cobar,2013,7,42.8
Cobar,2013,8,0.2
Cobar,2013,9,19.400000000000002
Cobar,2013,10,8.0
Cobar,2013,11,1.2
Cobar,2013,12,35.0
Cobar,2014,1,5.0
Cobar,2014,2,73.80000000000001
Cobar,2014,3,55.6
Cobar,2014,4,29.8
Cobar,2014,5,16.4
Cobar,2014,6,41.2
Cobar,2014,7,1.2000000000000002
Cobar,2014,8,34.0
Cobar,2014,9,16.4
Cobar,2014,10,0.4
Cobar,2014,11,3.1999999999999997
Cobar,2014,12,34.2
Cobar,2015,1,61.4
Cobar,2015,2,17.0
Cobar,2015,3,0.0
Cobar,2015,4,19.8
Cobar,2015,5,68.0
Cobar,2015,6,54.0
Cobar,2015,7,32.6
Cobar,2015,8,22.599999999999998
Cobar,2015,9,6.2
Cobar,2015,10,14.200000000000001
Cobar,2015,11,56.6
Cobar,2015,12,23.2
Cobar,2016,1,21.6
Cobar,2016,2,1.8
Cobar,2016,3,68.0
Cobar,2016,4,39.4
Cobar,2016,5,75.6
Cobar,2016,6,107.6
Cobar,2016,7,32.8
Cobar,2016,8,60.400000000000006
Cobar,2016,9,102.2
Cobar,2016,10,20.4
Cobar,2016,11,21.4
Cobar,2016,12,30.8
Cobar,2017,1,32.6
Cobar,2017,2,3.0
Cobar,2017,3,24.0
Cobar,2017,4,13.799999999999999
Cobar,2017,5,32.2
Cobar,2017,6,3.1999999999999997
Coffs Harbour,2009,1,42.2
Coffs Harbour,2009,2,447.40000000000003
Coffs Harbour,2009,3,190.0
Coffs Harbour,2009,4,271.2
Coffs Harbour,2009,5,188.0
Coffs Harbour,2009,6,267.6
Coffs Harbour,2009,7,42.199999999999996
Coffs Harbour,2009,8,1.0
Coffs Harbour,2009,9,9.0
Coffs Harbour,2009,10,195.6
Coffs Harbour,2009,11,557.0
Coffs Harbour,2009,12,136.0
Coffs Harbour,2010,1,17.200000000000003
Coffs Harbour,2010,2,253.2
Coffs Harbour,2010,3,182.8
Coffs Harbour,2010,4,73.2
Coffs Harbour,2010,5,68.4
Coffs Harbour,2010,6,129.6
Coffs Harbour,2010,7,159.4
Coffs Harbour,2010,8,20.6
Coffs Harbour,2010,9,55.6
Coffs Harbour,2010,10,424.8
Coffs Harbour,2010,11,215.2
Coffs Harbour,2010,12,391.4
Coffs Harbour,2011,1,263.59999999999997
Coffs Harbour,2011,2,125.8
Coffs Harbour,2011,3,168.4
Coffs Harbour,2011,5,92.0
Coffs Harbour,2011,6,419.7
Coffs Harbour,2011,7,54.2
Coffs Harbour,2011,8,163.2
Coffs Harbour,2011,9,29.2
Coffs Harbour,2011,10,180.6
Coffs Harbour,2011,11,158.0
Coffs Harbour,2011,12,170.8
Coffs Harbour,2012,1,357.8
Coffs Harbour,2012,2,311.59999999999997
Coffs Harbour,2012,3,142.0
Coffs Harbour,2012,4,264.2
Coffs Harbour,2012,5,55.199999999999996
Coffs Harbour,2012,6,272.4
Coffs Harbour,2012,7,54.3
Coffs Harbour,2012,8,12.0
Coffs Harbour,2012,9,33.199999999999996
Coffs Harbour,2012,10,24.799999999999997
Coffs Harbour,2012,11,232.0
Coffs Harbour,2013,1,480.8
Coffs Harbour,2013,3,126.3
Coffs Harbour,2013,4,168.0
Coffs Harbour,2013,5,306.2
Coffs Harbour,2013,6,90.0
Coffs Harbour,2013,7,97.60000000000001
Coffs Harbour,2013,8,3.1999999999999997
Coffs Harbour,2013,9,16.4
Coffs Harbour,2013,10,54.0
Coffs Harbour,2013,11,290.4
Coffs Harbour,2013,12,32.6
Coffs Harbour,2014,1,43.0
Coffs Harbour,2014,2,64.2
Coffs Harbour,2014,3,211.7
Coffs Harbour,2014,4,146.0
Coffs Harbour,2014,5,41.4
Coffs Harbour,2014,6,36.0
Coffs Harbour,2014,7,5.8
Coffs Harbour,2014,8,245.6
Coffs Harbour,2014,9,29.4
Coffs Harbour,2014,10,11.8
Coffs Harbour,2014,11,119.6
Coffs Harbour,2014,12,245.2
Coffs Harbour,2015,1,0.0
Coffs Harbour,2015,2,494.5
Coffs Harbour,2015,3,244.60000000000002
Coffs Harbour,2015,4,176.1
Coffs Harbour,2015,5,280.59999999999997
Coffs Harbour,2015,6,52.0
Coffs Harbour,2015,7,29.0
Coffs Harbour,2015,8,25.5
Coffs Harbour,2015,9,81.5
Coffs Harbour,2015,10,35.9
Coffs Harbour,2015,11,153.3
Coffs Harbour,2015,12,184.9
Coffs Harbour,2016,1,97.0
Coffs Harbour,2016,2,31.5
Coffs Harbour,2016,3,72.7
Coffs Harbour,2016,4,116.3
Coffs Harbour,2016,5,3.5
Coffs Harbour,2016,6,340.5
Coffs Harbour,2016,7,22.7
Coffs Harbour,2016,8,176.9
Coffs Harbour,2016,9,34.9
Coffs Harbour,2016,10,26.1
Coffs Harbour,2016,11,106.39999999999999
Coffs Harbour,2016,12,63.6
Coffs Harbour,2017,1,151.0
Coffs Harbour,2017,2,114.3
Coffs Harbour,2017,3,570.4
Coffs Harbour,2017,4,89.8
Coffs Harbour,2017,5,87.3
Coffs Harbour,2017,6,295.0
Dartmoor,2009,1,0.0
Dartmoor,2009,2,0.0
Dartmoor,2009,3,54.0
Dartmoor,2009,4,63.400000000000006
Dartmoor,2009,5,32.6
Dartmoor,2009,6,70.8
Dartmoor,2009,7,159.20000000000002
Dartmoor,2009,8,142.4
Dartmoor,2009,9,99.0
Dartmoor,2009,10,50.2
Dartmoor,2009,11,35.8
Dartmoor,2009,12,40.199999999999996
Dartmoor,2010,1,21.599999999999998
Dartmoor,2010,2,50.0
Dartmoor,2010,3,25.2
Dartmoor,2010,4,77.2
Dartmoor,2010,5,58.6
Dartmoor,2010,6,72.0
Dartmoor,2010,7,83.6
Dartmoor,2010,8,138.6
Dartmoor,2010,9,91.0
Dartmoor,2010,10,62.400000000000006
Dartmoor,2010,11,40.2
Dartmoor,2010,12,110.2
Dartmoor,2011,1,131.2
Dartmoor,2011,2,58.0
Dartmoor,2011,3,45.2
Dartmoor,2011,5,99.8
Dartmoor,2011,6,99.0
Dartmoor,2011,7,119.60000000000001
Dartmoor,2011,8,115.6
Dartmoor,2011,9,55.2
Dartmoor,2011,10,58.4
Dartmoor,2011,11,70.6
Dartmoor,2011,12,34.8
Dartmoor,2012,1,22.6
Dartmoor,2012,2,16.6
Dartmoor,2012,3,68.6
Dartmoor,2012,4,37.8
Dartmoor,2012,5,99.0
Dartmoor,2012,6,116.2
Dartmoor,2012,7,106.2
Dartmoor,2012,8,105.4
Dartmoor,2012,9,51.6
Dartmoor,2012,10,41.800000000000004
Dartmoor,2012,11,28.2
Dartmoor,2013,1,6.6000000000000005
Dartmoor,2013,3,26.8
Dartmoor,2013,4,32.6
Dartmoor,2013,5,107.8
Dartmoor,2013,6,54.4
Dartmoor,2013,7,122.6
Dartmoor,2013,8,197.8
Dartmoor,2013,9,70.0
Dartmoor,2013,10,110.8
Dartmoor,2013,11,41.4
Dartmoor,2013,12,34.4
Dartmoor,2014,1,25.2
Dartmoor,2014,2,15.6
Dartmoor,2014,3,47.0
Dartmoor,2014,4,68.4
Dartmoor,2014,5,97.0
Dartmoor,2014,6,142.4
Dartmoor,2014,7,86.2
Dartmoor,2014,8,37.800000000000004
Dartmoor,2014,9,24.2
Dartmoor,2014,10,24.0
Dartmoor,2014,11,18.8
Dartmoor,2014,12,29.4
Dartmoor,2015,1,73.2
Dartmoor,2015,2,6.2
Dartmoor,2015,3,40.4
Dartmoor,2015,4,46.199999999999996
Dartmoor,2015,5,95.6
Dartmoor,2015,6,64.4
Dartmoor,2015,7,91.8
Dartmoor,2015,8,43.6
Dartmoor,2015,9,54.0
Dartmoor,2015,10,11.2
Dartmoor,2015,11,22.6
Dartmoor,2015,12,15.399999999999999
Dartmoor,2016,1,17.6
Dartmoor,2016,2,41.2
Dartmoor,2016,3,28.6
Dartmoor,2016,4,34.0
Dartmoor,2016,5,100.39999999999999
Dartmoor,2016,6,151.6
Dartmoor,2016,7,127.6
Dartmoor,2016,8,86.2
Dartmoor,2016,9,109.2
Dartmoor,2016,10,72.6
Dartmoor,2016,11,46.8
Dartmoor,2016,12,51.800000000000004
Dartmoor,2017,1,47.4
Dartmoor,2017,2,44.199999999999996
Dartmoor,2017,3,50.0
Dartmoor,2017,4,84.4
Dartmoor,2017,5,62.800000000000004
Dartmoor,2017,6,13.4
Darwin,2008,7,0.0
Darwin,2008,8,0.0
Darwin,2008,9,5.2
Darwin,2008,10,117.0
Darwin,2008,11,54.6
Darwin,2008,12,325.8
Darwin,2009,1,411.0
Darwin,2009,2,495.8
Darwin,2009,3,115.6
Darwin,2009,4,63.6
Darwin,2009,5,0.4
Darwin,2009,6,0.0
Darwin,2009,7,0.0
Darwin,2009,8,0.0
Darwin,2009,9,34.4
Darwin,2009,10,33.4
Darwin,2009,11,131.0
Darwin,2009,12,457.2
Darwin,2010,1,630.2
Darwin,2010,2,428.8
Darwin,2010,3,198.4
Darwin,2010,4,136.6
Darwin,2010,5,66.2
Darwin,2010,6,0.0
Darwin,2010,7,0.2
Darwin,2010,8,0.0
Darwin,2010,9,40.4
Darwin,2010,10,157.8
Darwin,2010,11,208.2
Darwin,2010,12,390.4
Darwin,2011,1,627.2
Darwin,2011,2,1110.2
Darwin,2011,3,231.6
Darwin,2011,5,0.6
Darwin,2011,6,0.0
Darwin,2011,7,0.0
Darwin,2011,8,0.0
Darwin,2011,9,3.2
Darwin,2011,10,141.0
Darwin,2011,11,152.0
Darwin,2011,12,227.20000000000002
Darwin,2012,1,459.2
Darwin,2012,2,250.2
Darwin,2012,3,572.4
Darwin,2012,4,70.2
Darwin,2012,5,51.400000000000006
Darwin,2012,6,0.0
Darwin,2012,7,0.0
Darwin,2012,8,0.0
Darwin,2012,9,21.2
Darwin,2012,10,16.8
Darwin,2012,11,77.4
Darwin,2013,1,219.8
Darwin,2013,3,381.0
Darwin,2013,4,101.6
Darwin,2013,5,31.599999999999998
Darwin,2013,6,0.6000000000000001
Darwin,2013,7,0.0
Darwin,2013,8,2.6
Darwin,2013,9,0.2
Darwin,2013,10,98.60000000000001
Darwin,2013,11,314.2
Darwin,2013,12,210.8
Darwin,2014,1,608.6
Darwin,2014,2,369.0
Darwin,2014,3,92.39999999999999
Darwin,2014,4,177.20000000000002
Darwin,2014,5,8.600000000000001
Darwin,2014,6,0.0
Darwin,2014,7,0.0
Darwin,2014,8,0.0
Darwin,2014,9,0.0
Darwin,2014,10,14.8
Darwin,2014,11,165.8
Darwin,2014,12,111.0
Darwin,2015,1,484.6
Darwin,2015,2,353.2
Darwin,2015,3,230.79999999999998
Darwin,2015,4,21.200000000000003
Darwin,2015,5,13.8
Darwin,2015,6,0.4
Darwin,2015,7,0.0
Darwin,2015,8,0.2
Darwin,2015,9,3.4000000000000004
Darwin,2015,10,42.6
Darwin,2015,11,84.2
Darwin,2015,12,509.4
Darwin,2016,1,169.8
Darwin,2016,2,150.4
Darwin,2016,3,115.8
Darwin,2016,4,46.4
Darwin,2016,5,62.4
Darwin,2016,6,0.0
Darwin,2016,7,0.0
Darwin,2016,8,0.0
Darwin,2016,9,64.4
Darwin,2016,10,130.8
Darwin,2016,11,208.2
Darwin,2016,12,406.8
Darwin,2017,1,470.59999999999997
Darwin,2017,2,624.8
Darwin,2017,3,458.4
Darwin,2017,4,184.79999999999998
Darwin,2017,5,0.4
Darwin,2017,6,0.0
Gold Coast,2008,12,123.8
Gold Coast,2009,1,93.2
Gold Coast,2009,2,167.39999999999998
Gold Coast,2009,3,91.4
Gold Coast,2009,4,385.6
Gold Coast,2009,5,183.4
Gold Coast,2009,6,139.8
Gold Coast,2009,7,7.199999999999999
Gold Coast,2009,8,4.2
Gold Coast,2009,9,13.0
Gold Coast,2009,10,20.8
Gold Coast,2009,11,52.0
Gold Coast,2009,12,107.8
Gold Coast,2010,1,73.8
Gold Coast,2010,2,299.8
Gold Coast,2010,3,185.20000000000002
Gold Coast,2010,4,56.4
Gold Coast,2010,5,237.0
Gold Coast,2010,6,12.4
Gold Coast,2010,7,68.4
Gold Coast,2010,8,83.4
Gold Coast,2010,9,94.2
Gold Coast,2010,10,374.40000000000003
Gold Coast,2010,11,46.4
Gold Coast,2010,12,490.4
Gold Coast,2011,1,161.0
Gold Coast,2011,2,105.2
Gold Coast,2011,3,222.4
Gold Coast,2011,5,65.4
Gold Coast,2011,6,20.4
Gold Coast,2011,7,26.400000000000002
Gold Coast,2011,8,125.6
Gold Coast,2011,9,19.0
Gold Coast,2011,10,103.0
Gold Coast,2011,11,36.0
Gold Coast,2011,12,157.0
Gold Coast,2012,1,399.8
Gold Coast,2012,2,146.8
Gold Coast,2012,3,121.2
Gold Coast,2012,4,318.20000000000005
Gold Coast,2012,5,74.19999999999999
Gold Coast,2012,6,203.4
Gold Coast,2012,7,76.8
Gold Coast,2012,8,0.8
Gold Coast,2012,9,20.4
Gold Coast,2012,10,18.8
Gold Coast,2012,11,54.6
Gold Coast,2013,1,253.0
Gold Coast,2013,3,217.2
Gold Coast,2013,4,232.6
Gold Coast,2013,5,94.4
Gold Coast,2013,6,145.8
Gold Coast,2013,7,131.2
Gold Coast,2013,8,1.8
Gold Coast,2013,9,36.8
Gold Coast,2013,10,13.2
Gold Coast,2013,11,98.2
Gold Coast,2013,12,20.8
Gold Coast,2014,1,59.800000000000004
Gold Coast,2014,2,23.8
Gold Coast,2014,3,158.6
Gold Coast,2014,4,64.0
Gold Coast,2014,5,39.800000000000004
Gold Coast,2014,6,24.8
Gold Coast,2014,7,8.799999999999999
Gold Coast,2014,8,173.0
Gold Coast,2014,9,65.0
Gold Coast,2014,10,1.6
Gold Coast,2014,11,24.599999999999998
Gold Coast,2014,12,196.0
Gold Coast,2015,1,388.20000000000005
Gold Coast,2015,2,345.2
Gold Coast,2015,3,83.8
Gold Coast,2015,4,303.6
Gold Coast,2015,5,103.6
Gold Coast,2015,6,88.8
Gold Coast,2015,7,77.60000000000001
Gold Coast,2015,8,36.0
Gold Coast,2015,9,41.0
Gold Coast,2015,10,27.599999999999998
Gold Coast,2015,11,87.4
Gold Coast,2015,12,70.4
Gold Coast,2016,1,67.2
Gold Coast,2016,2,58.800000000000004
Gold Coast,2016,3,68.60000000000001
Gold Coast,2016,4,107.0
Gold Coast,2016,5,17.4
Gold Coast,2016,6,281.8
Gold Coast,2016,7,16.400000000000002
Gold Coast,2016,8,67.0
Gold Coast,2016,9,34.199999999999996
Gold Coast,2016,10,31.599999999999998
Gold Coast,2016,11,25.8
Gold Coast,2016,12,56.6
Gold Coast,2017,1,119.6
Gold Coast,2017,2,23.4
Gold Coast,2017,3,394.0
Gold Coast,2017,4,35.400000000000006
Gold Coast,2017,5,77.8
Gold Coast,2017,6,124.4
Hobart,2008,7,48.4
Hobart,2008,8,38.6
Hobart,2008,9,26.8
Hobart,2008,10,19.6
Hobart,2008,11,73.4
Hobart,2008,12,39.2
Hobart,2009,1,10.0
Hobart,2009,2,59.2
Hobart,2009,3,70.0
Hobart,2009,4,63.8
Hobart,2009,5,53.199999999999996
Hobart,2009,6,144.0
Hobart,2009,7,40.2
Hobart,2009,8,98.39999999999999
Hobart,2009,9,132.8
Hobart,2009,10,64.6
Hobart,2009,11,70.2
Hobart,2009,12,58.6
Hobart,2010,1,14.4
Hobart,2010,2,34.8
Hobart,2010,3,30.4
Hobart,2010,4,18.2
Hobart,2010,5,26.6
Hobart,2010,6,10.600000000000001
Hobart,2010,7,5.800000000000001
Hobart,2010,8,114.0
Hobart,2010,9,93.4
Hobart,2010,10,46.199999999999996
Hobart,2010,11,95.2
Hobart,2010,12,31.0
Hobart,2011,1,59.800000000000004
Hobart,2011,2,54.4
Hobart,2011,3,45.4
Hobart,2011,5,23.6
Hobart,2011,6,64.4
Hobart,2011,7,50.2
Hobart,2011,8,53.199999999999996
Hobart,2011,9,45.6
Hobart,2011,10,61.2
Hobart,2011,11,55.2
Hobart,2011,12,52.4
Hobart,2012,1,56.0
Hobart,2012,2,22.6
Hobart,2012,3,30.8
Hobart,2012,4,22.0
Hobart,2012,5,92.2
Hobart,2012,6,33.2
Hobart,2012,7,18.2
Hobart,2012,8,57.8
Hobart,2012,9,68.0
Hobart,2012,10,29.0
Hobart,2012,11,24.8
Hobart,2013,1,11.4
Hobart,2013,3,48.6
Hobart,2013,4,21.200000000000003
Hobart,2013,5,23.0
Hobart,2013,6,51.0
Hobart,2013,7,101.4
Hobart,2013,8,61.0
Hobart,2013,9,40.0
Hobart,2013,10,106.6
Hobart,2013,11,94.0
Hobart,2013,12,28.2
Hobart,2014,1,16.2
Hobart,2014,2,27.6
Hobart,2014,3,23.4
Hobart,2014,4,42.0
Hobart,2014,5,30.6
Hobart,2014,6,20.6
Hobart,2014,7,95.80000000000001
Hobart,2014,8,46.2
Hobart,2014,9,19.4
Hobart,2014,10,49.6
Hobart,2014,11,34.8
Hobart,2014,12,78.0
Hobart,2015,1,121.6
Hobart,2015,2,21.6
Hobart,2015,3,51.2
Hobart,2015,4,12.4
Hobart,2015,5,75.8
Hobart,2015,6,44.2
Hobart,2015,7,23.0
Hobart,2015,8,63.800000000000004
Hobart,2015,9,25.0
Hobart,2015,10,14.4
Hobart,2015,11,40.4
Hobart,2015,12,35.0
Hobart,2016,1,40.2
Hobart,2016,2,21.8
Hobart,2016,3,17.0
Hobart,2016,4,8.8
Hobart,2016,5,96.0
Hobart,2016,6,115.4
Hobart,2016,7,79.2
Hobart,2016,8,15.799999999999999
Hobart,2016,9,94.19999999999999
Hobart,2016,10,83.4
Hobart,2016,11,65.2
Hobart,2016,12,56.6
Hobart,2017,1,60.0
Hobart,2017,2,10.4
Hobart,2017,3,37.0
Hobart,2017,4,21.599999999999998
Hobart,2017,5,28.4
Hobart,2017,6,5.0
Katherine,2013,3,389.0
Katherine,2013,4,103.2
Katherine,2013,5,0.0
Katherine,2013,6,0.1
Katherine,2013,7,0.0
Katherine,2013,8,0.0
Katherine,2013,9,0.0
Katherine,2013,10,14.399999999999999
Katherine,2013,11,143.0
Katherine,2013,12,165.9
Katherine,2014,1,281.7
Katherine,2014,2,326.59999999999997
Katherine,2014,3,111.39999999999999
Katherine,2014,4,26.8
Katherine,2014,5,0.0
Katherine,2014,6,0.0
Katherine,2014,7,0.0
Katherine,2014,8,0.0
Katherine,2014,9,0.0
Katherine,2014,10,2.0
Katherine,2014,11,93.19999999999999
Katherine,2014,12,291.2
Katherine,2015,1,209.2
Katherine,2015,2,107.4
Katherine,2015,3,134.0
Katherine,2015,4,0.0
Katherine,2015,5,8.2
Katherine,2015,6,0.0
Katherine,2015,7,0.0
Katherine,2015,8,0.0
Katherine,2015,9,0.0
Katherine,2015,10,0.0
Katherine,2015,11,97.2
Katherine,2015,12,596.6
Katherine,2016,1,251.5
Katherine,2016,2,112.8
Katherine,2016,3,100.6
Katherine,2016,4,18.8
Katherine,2016,5,44.6
Katherine,2016,6,0.0
Katherine,2016,7,5.2
Katherine,2016,8,0.0
Katherine,2016,9,58.0
Katherine,2016,10,4.4
Katherine,2016,11,40.5
Katherine,2016,12,122.4
Katherine,2017,1,470.40000000000003
Katherine,2017,2,322.4
Katherine,2017,3,318.8
Katherine,2017,4,22.2
Katherine,2017,5,0.0
Katherine,2017,6,0.0
Launceston,2008,12,54.6
Launceston,2009,1,7.3
Launceston,2009,2,37.6
Launceston,2009,3,52.5
Launceston,2009,4,77.8
Launceston,2009,5,13.2
Launceston,2009,6,85.7
Launceston,2009,7,100.4
Launceston,2009,8,172.4
Launceston,2009,9,78.3
Launceston,2009,10,40.5
Launceston,2009,11,59.6
Launceston,2009,12,23.1
Launceston,2010,1,7.3999999999999995
Launceston,2010,2,42.1
Launceston,2010,3,62.6
Launceston,2010,4,97.3
Launceston,2010,5,46.7
Launceston,2010,6,107.8
Launceston,2010,7,75.9
Launceston,2010,8,116.9
Launceston,2010,9,78.8
Launceston,2010,10,51.6
Launceston,2010,11,53.800000000000004
Launceston,2010,12,93.0
Launceston,2011,1,54.4
Launceston,2011,2,43.199999999999996
Launceston,2011,3,88.2
Launceston,2011,5,38.3
Launceston,2011,6,115.5
Launceston,2011,7,38.0
Launceston,2011,8,91.4
Launceston,2011,9,31.2
Launceston,2011,10,42.8
Launceston,2011,11,123.4
Launceston,2011,12,26.4
Launceston,2012,1,22.200000000000003
Launceston,2012,2,47.9
Launceston,2012,3,38.6
Launceston,2012,4,38.2
Launceston,2012,5,94.39999999999999
Launceston,2012,6,63.199999999999996
Launceston,2012,7,39.7
Launceston,2012,8,70.4
Launceston,2012,9,92.0
Launceston,2012,10,11.4
Launceston,2012,11,59.0
Launceston,2013,1,15.8
Launceston,2013,3,64.0
Launceston,2013,4,19.400000000000002
Launceston,2013,5,61.9
Launceston,2013,6,24.8
Launceston,2013,7,114.9
Launceston,2013,8,223.0
Launceston,2013,9,88.2
Launceston,2013,10,86.2
Launceston,2013,11,131.2
Launceston,2013,12,38.1
Launceston,2014,1,15.4
Launceston,2014,2,8.6
Launceston,2014,3,67.8
Launceston,2014,4,74.19999999999999
Launceston,2014,5,51.0
Launceston,2014,6,62.4
Launceston,2014,7,131.3
Launceston,2014,8,19.5
Launceston,2014,9,55.4
Launceston,2014,10,44.6
Launceston,2014,11,8.5
Launceston,2014,12,42.6
Launceston,2015,1,64.6
Launceston,2015,2,20.2
Launceston,2015,3,58.4
Launceston,2015,4,24.3
Launceston,2015,5,89.3
Launceston,2015,6,44.4
Launceston,2015,7,67.5
Launceston,2015,8,47.1
Launceston,2015,9,28.3
Launceston,2015,10,1.4
Launceston,2015,11,36.0
Launceston,2015,12,28.299999999999997
Launceston,2016,1,153.8
Launceston,2016,2,24.599999999999998
Launceston,2016,3,49.5
Launceston,2016,4,27.6
Launceston,2016,5,133.7
Launceston,2016,6,134.5
Launceston,2016,7,140.9
Launceston,2016,8,64.6
Launceston,2016,9,81.2
Launceston,2016,10,73.7
Launceston,2016,11,55.2
Launceston,2016,12,70.9
Launceston,2017,1,44.6
Launceston,2017,2,12.0
Launceston,2017,3,19.6
Launceston,2017,4,35.2
Launceston,2017,5,85.4
Launceston,2017,6,20.0
Melbourne,2008,7,44.4
Melbourne,2008,8,44.8
Melbourne,2008,9,12.0
Melbourne,2008,10,14.200000000000001
Melbourne,2008,11,54.2
Melbourne,2008,12,76.80000000000001
Melbourne,2009,1,0.7999999999999999
Melbourne,2009,2,3.0
Melbourne,2009,3,47.6
Melbourne,2009,4,39.2
Melbourne,2009,5,10.6
Melbourne,2009,6,25.8
Melbourne,2009,7,39.6
Melbourne,2009,8,41.2
Melbourne,2009,9,71.2
Melbourne,2009,10,22.0
Melbourne,2009,11,103.6
Melbourne,2009,12,60.199999999999996
Melbourne,2010,1,25.6
Melbourne,2010,2,62.8
Melbourne,2010,3,84.8
Melbourne,2010,4,21.4
Melbourne,2010,5,25.0
Melbourne,2010,6,63.4
