Location,Year,Month
Canberra,2016,9
Canberra,2016,10
Canberra,2016,11
Canberra,2016,12
Canberra,2017,1
Canberra,2017,2
Canberra,2017,3
Canberra,2017,4
Canberra,2017,5
Canberra,2017,6
Canberra,2017,7
Canberra,2017,8
Canberra,2017,9
Canberra,2017,10
Canberra,2017,11
Canberra,2017,12
Canberra,2007,1
Canberra,2007,2
Canberra,2007,3
Canberra,2007,4
Canberra,2007,5
Canberra,2007,6
Canberra,2007,7
Canberra,2007,8
Canberra,2007,9
Canberra,2007,10
Canberra,2007,11
Canberra,2007,12
Cobar,2008,1
Cobar,2008,2
Cobar,2008,3
Cobar,2008,4
Cobar,2008,5
Cobar,2008,6
Cobar,2008,7
Cobar,2008,8
Cobar,2008,9
Cobar,2008,10
Cobar,2008,11
Cobar,2008,12
Cobar,2009,1
Cobar,2009,2
Cobar,2009,3
Cobar,2009,4
Cobar,2009,5
Cobar,2009,6
Cobar,2009,7
Cobar,2009,8
Cobar,2009,9
Cobar,2009,10
Cobar,2009,11
Cobar,2009,12
Cobar,2010,1
Cobar,2010,2
Cobar,2010,3
Cobar,2010,4
Cobar,2010,5
Cobar,2010,6
Cobar,2010,7
Cobar,2010,8
Cobar,2010,9
Cobar,2010,10
Cobar,2010,11
Cobar,2010,12
Cobar,2011,1
Cobar,2011,2
Cobar,2011,3
Cobar,2011,4
Cobar,2011,5
Cobar,2011,6
Cobar,2011,7
Cobar,2011,8
Cobar,2011,9
Cobar,2011,10
Cobar,2011,11
Cobar,2011,12
Cobar,2012,1
Cobar,2012,2
Cobar,2012,3
Cobar,2012,4
Cobar,2012,5
Cobar,2012,6
Cobar,2012,7
Cobar,2012,8
Cobar,2012,9
Cobar,2012,10
Cobar,2012,11
Cobar,2012,12
Cobar,2013,1
Cobar,2013,2
Cobar,2013,3
Cobar,2013,4
Cobar,2013,5
Cobar,2013,6
Cobar,2013,7
Cobar,2013,8
Cobar,2013,9
Cobar,2013,10
Cobar,2013,11
Cobar,2013,12
Cobar,2014,1
Cobar,2014,2
Cobar,2014,3
Cobar,2014,4
Cobar,2014,5
Cobar,2014,6
Cobar,2014,7
Cobar,2014,8
Cobar,2014,9
Cobar,2014,10
Cobar,2014,11
Cobar,2014,12
Cobar,2015,1
Cobar,2015,2
Cobar,2015,3
Cobar,2015,4
Cobar,2015,5
Cobar,2015,6
Cobar,2015,7
Cobar,2015,8
Cobar,2015,9
Cobar,2015,10
Cobar,2015,11
Cobar,2015,12
Cobar,2016,1
Cobar,2016,2
Cobar,2016,3
Cobar,2016,4
Cobar,2016,5
Cobar,2016,6
Cobar,2016,7
Cobar,2016,8
Cobar,2016,9
Cobar,2016,10
Cobar,2016,11
Cobar,2016,12
Cobar,2017,1
Cobar,2017,2
Cobar,2017,3
Cobar,2017,4
Cobar,2017,5
Cobar,2017,6
Cobar,2017,7
Cobar,2017,8
Cobar,2017,9
Cobar,2017,10
Cobar,2017,11
Cobar,2017,12
Cobar,2007,1
Cobar,2007,2
Cobar,2007,3
Cobar,2007,4
Cobar,2007,5
Cobar,2007,6
Cobar,2007,7
Cobar,2007,8
Cobar,2007,9
Cobar,2007,10
Cobar,2007,11
Cobar,2007,12
Coffs Harbour,2008,1
Coffs Harbour,2008,2
Coffs Harbour,2008,3
Coffs Harbour,2008,4
Coffs Harbour,2008,5
Coffs Harbour,2008,6
Coffs Harbour,2008,7
Coffs Harbour,2008,8
Coffs Harbour,2008,9
Coffs Harbour,2008,10
Coffs Harbour,2008,11
Coffs Harbour,2008,12
Coffs Harbour,2009,1
Coffs Harbour,2009,2
Coffs Harbour,2009,3
Coffs Harbour,2009,4
Coffs Harbour,2009,5
Coffs Harbour,2009,6
Coffs Harbour,2009,7
Coffs Harbour,2009,8
Coffs Harbour,2009,9
Coffs Harbour,2009,10
Coffs Harbour,2009,11
Coffs Harbour,2009,12
Coffs Harbour,2010,1
Coffs Harbour,2010,2
Coffs Harbour,2010,3
Coffs Harbour,2010,4
Coffs Harbour,2010,5
Coffs Harbour,2010,6
Coffs Harbour,2010,7
Coffs Harbour,2010,8
Coffs Harbour,2010,9
Coffs Harbour,2010,10
Coffs Harbour,2010,11
Coffs Harbour,2010,12
Coffs Harbour,2011,1
Coffs Harbour,2011,2
Coffs Harbour,2011,3
Coffs Harbour,2011,4
Coffs Harbour,2011,5
Coffs Harbour,2011,6
Coffs Harbour,2011,7
Coffs Harbour,2011,8
Coffs Harbour,2011,9
Coffs Harbour,2011,10
Coffs Harbour,2011,11
Coffs Harbour,2011,12
Coffs Harbour,2012,1
Coffs Harbour,2012,2
Coffs Harbour,2012,3
Coffs Harbour,2012,4
Coffs Harbour,2012,5
Coffs Harbour,2012,6
Coffs Harbour,2012,7
Coffs Harbour,2012,8
Coffs Harbour,2012,9
Coffs Harbour,2012,10
Coffs Harbour,2012,11
Coffs Harbour,2012,12
Coffs Harbour,2013,1
Coffs Harbour,2013,2
Coffs Harbour,2013,3
Coffs Harbour,2013,4
Coffs Harbour,2013,5
Coffs Harbour,2013,6
Coffs Harbour,2013,7
Coffs Harbour,2013,8
Coffs Harbour,2013,9
Coffs Harbour,2013,10
Coffs Harbour,2013,11
Coffs Harbour,2013,12
Coffs Harbour,2014,1
Coffs Harbour,2014,2
Coffs Harbour,2014,3
Coffs Harbour,2014,4
Coffs Harbour,2014,5
Coffs Harbour,2014,6
Coffs Harbour,2014,7
Coffs Harbour,2014,8
Coffs Harbour,2014,9
Coffs Harbour,2014,10
Coffs Harbour,2014,11
Coffs Harbour,2014,12
Coffs Harbour,2015,1
Coffs Harbour,2015,2
Coffs Harbour,2015,3
Coffs Harbour,2015,4
Coffs Harbour,2015,5
Coffs Harbour,2015,6
Coffs Harbour,2015,7
Coffs Harbour,2015,8
Coffs Harbour,2015,9
Coffs Harbour,2015,10
Coffs Harbour,2015,11
Coffs Harbour,2015,12
Coffs Harbour,2016,1
Coffs Harbour,2016,2
Coffs Harbour,2016,3
Coffs Harbour,2016,4
Coffs Harbour,2016,5
Coffs Harbour,2016,6
Coffs Harbour,2016,7
Coffs Harbour,2016,8
Coffs Harbour,2016,9
Coffs Harbour,2016,10
Coffs Harbour,2016,11
Coffs Harbour,2016,12
Coffs Harbour,2017,1
Coffs Harbour,2017,2
Coffs Harbour,2017,3
Coffs Harbour,2017,4
Coffs Harbour,2017,5
Coffs Harbour,2017,6
Coffs Harbour,2017,7
Coffs Harbour,2017,8
Coffs Harbour,2017,9
Coffs Harbour,2017,10
Coffs Harbour,2017,11
Coffs Harbour,2017,12
Coffs Harbour,2007,1
Coffs Harbour,2007,2
Coffs Harbour,2007,3
Coffs Harbour,2007,4
Coffs Harbour,2007,5
Coffs Harbour,2007,6
Coffs Harbour,2007,7
Coffs Harbour,2007,8
Coffs Harbour,2007,9
Coffs Harbour,2007,10
Coffs Harbour,2007,11
Coffs Harbour,2007,12
Dartmoor,2008,1
Dartmoor,2008,2
Dartmoor,2008,3
Dartmoor,2008,4
Dartmoor,2008,5
Dartmoor,2008,6
Dartmoor,2008,7
Dartmoor,2008,8
Dartmoor,2008,9
Dartmoor,2008,10
Dartmoor,2008,11
Dartmoor,2008,12
Dartmoor,2009,1
Dartmoor,2009,2
Dartmoor,2009,3
Dartmoor,2009,4
Dartmoor,2009,5
Dartmoor,2009,6
Dartmoor,2009,7
Dartmoor,2009,8
Dartmoor,2009,9
Dartmoor,2009,10
Dartmoor,2009,11
Dartmoor,2009,12
Dartmoor,2010,1
Dartmoor,2010,2
Dartmoor,2010,3
Dartmoor,2010,4
Dartmoor,2010,5
Dartmoor,2010,6
Dartmoor,2010,7
Dartmoor,2010,8
Dartmoor,2010,9
Dartmoor,2010,10
Dartmoor,2010,11
Dartmoor,2010,12
Dartmoor,2011,1
Dartmoor,2011,2
Dartmoor,2011,3
Dartmoor,2011,4
Dartmoor,2011,5
Dartmoor,2011,6
Dartmoor,2011,7
Dartmoor,2011,8
Dartmoor,2011,9
Dartmoor,2011,10
Dartmoor,2011,11
Dartmoor,2011,12
Dartmoor,2012,1
Dartmoor,2012,2
Dartmoor,2012,3
Dartmoor,2012,4
Dartmoor,2012,5
Dartmoor,2012,6
Dartmoor,2012,7
Dartmoor,2012,8
Dartmoor,2012,9
Dartmoor,2012,10
Dartmoor,2012,11
Dartmoor,2012,12
Dartmoor,2013,1
Dartmoor,2013,2
Dartmoor,2013,3
Dartmoor,2013,4
Dartmoor,2013,5
Dartmoor,2013,6
Dartmoor,2013,7
Dartmoor,2013,8
Dartmoor,2013,9
Dartmoor,2013,10
Dartmoor,2013,11
Dartmoor,2013,12
Dartmoor,2014,1
Dartmoor,2014,2
Dartmoor,2014,3
Dartmoor,2014,4
Dartmoor,2014,5
Dartmoor,2014,6
Dartmoor,2014,7
Dartmoor,2014,8
Dartmoor,2014,9
Dartmoor,2014,10
Dartmoor,2014,11
Dartmoor,2014,12
Dartmoor,2015,1
Dartmoor,2015,2
Dartmoor,2015,3
Dartmoor,2015,4
Dartmoor,2015,5
Dartmoor,2015,6
Dartmoor,2015,7
Dartmoor,2015,8
Dartmoor,2015,9
Dartmoor,2015,10
Dartmoor,2015,11
Dartmoor,2015,12
Dartmoor,2016,1
Dartmoor,2016,2
Dartmoor,2016,3
Dartmoor,2016,4
Dartmoor,2016,5
Dartmoor,2016,6
Dartmoor,2016,7
Dartmoor,2016,8
Dartmoor,2016,9
Dartmoor,2016,10
Dartmoor,2016,11
Dartmoor,2016,12
Dartmoor,2017,1
Dartmoor,2017,2
Dartmoor,2017,3
Dartmoor,2017,4
Dartmoor,2017,5
Dartmoor,2017,6
Dartmoor,2017,7
Dartmoor,2017,8
Dartmoor,2017,9
Dartmoor,2017,10
Dartmoor,2017,11
Dartmoor,2017,12
Dartmoor,2007,1
Dartmoor,2007,2
Dartmoor,2007,3
Dartmoor,2007,4
Dartmoor,2007,5
Dartmoor,2007,6
Dartmoor,2007,7
Dartmoor,2007,8
Dartmoor,2007,9
Dartmoor,2007,10
Dartmoor,2007,11
Dartmoor,2007,12
Darwin,2008,1
Darwin,2008,2
Darwin,2008,3
Darwin,2008,4
Darwin,2008,5
Darwin,2008,6
Darwin,2008,7
Darwin,2008,8
Darwin,2008,9
Darwin,2008,10
Darwin,2008,11
Darwin,2008,12
Darwin,2009,1
Darwin,2009,2
Darwin,2009,3
Darwin,2009,4
Darwin,2009,5
Darwin,2009,6
Darwin,2009,7
Darwin,2009,8
Darwin,2009,9
Darwin,2009,10
Darwin,2009,11
Darwin,2009,12
Darwin,2010,1
Darwin,2010,2
Darwin,2010,3
Darwin,2010,4
Darwin,2010,5
Darwin,2010,6
Darwin,2010,7
Darwin,2010,8
Darwin,2010,9
Darwin,2010,10
Darwin,2010,11
Darwin,2010,12
Darwin,2011,1
Darwin,2011,2
Darwin,2011,3
Darwin,2011,4
Darwin,2011,5
Darwin,2011,6
Darwin,2011,7
Darwin,2011,8
Darwin,2011,9
Darwin,2011,10
Darwin,2011,11
Darwin,2011,12
Darwin,2012,1
Darwin,2012,2
Darwin,2012,3
Darwin,2012,4
Darwin,2012,5
Darwin,2012,6
Darwin,2012,7
Darwin,2012,8
Darwin,2012,9
Darwin,2012,10
Darwin,2012,11
Darwin,2012,12
Darwin,2013,1
Darwin,2013,2
Darwin,2013,3
Darwin,2013,4
Darwin,2013,5
Darwin,2013,6
Darwin,2013,7
Darwin,2013,8
Darwin,2013,9
Darwin,2013,10
Darwin,2013,11
Darwin,2013,12
Darwin,2014,1
Darwin,2014,2
Darwin,2014,3
Darwin,2014,4
Darwin,2014,5
Darwin,2014,6
Darwin,2014,7
Darwin,2014,8
Darwin,2014,9
Darwin,2014,10
Darwin,2014,11
Darwin,2014,12
Darwin,2015,1
Darwin,2015,2
Darwin,2015,3
Darwin,2015,4
Darwin,2015,5
Darwin,2015,6
Darwin,2015,7
Darwin,2015,8
Darwin,2015,9
Darwin,2015,10
Darwin,2015,11
Darwin,2015,12
Darwin,2016,1
Darwin,2016,2
Darwin,2016,3
Darwin,2016,4
Darwin,2016,5
Darwin,2016,6
Darwin,2016,7
Darwin,2016,8
Darwin,2016,9
Darwin,2016,10
Darwin,2016,11
Darwin,2016,12
Darwin,2017,1
Darwin,2017,2
Darwin,2017,3
Darwin,2017,4
Darwin,2017,5
Darwin,2017,6
Darwin,2017,7
Darwin,2017,8
Darwin,2017,9
Darwin,2017,10
Darwin,2017,11
Darwin,2017,12
Darwin,2007,1
Darwin,2007,2
Darwin,2007,3
Darwin,2007,4
Darwin,2007,5
Darwin,2007,6
Darwin,2007,7
Darwin,2007,8
Darwin,2007,9
Darwin,2007,10
Darwin,2007,11
Darwin,2007,12
Gold Coast,2008,1
Gold Coast,2008,2
Gold Coast,2008,3
Gold Coast,2008,4
Gold Coast,2008,5
Gold Coast,2008,6
Gold Coast,2008,7
Gold Coast,2008,8
Gold Coast,2008,9
Gold Coast,2008,10
Gold Coast,2008,11
Gold Coast,2008,12
Gold Coast,2009,1
Gold Coast,2009,2
Gold Coast,2009,3
Gold Coast,2009,4
Gold Coast,2009,5
Gold Coast,2009,6
Gold Coast,2009,7
Gold Coast,2009,8
Gold Coast,2009,9
Gold Coast,2009,10
Gold Coast,2009,11
Gold Coast,2009,12
Gold Coast,2010,1
Gold Coast,2010,2
Gold Coast,2010,3
Gold Coast,2010,4
Gold Coast,2010,5
Gold Coast,2010,6
Gold Coast,2010,7
Gold Coast,2010,8
Gold Coast,2010,9
Gold Coast,2010,10
Gold Coast,2010,11
Gold Coast,2010,12
Gold Coast,2011,1
Gold Coast,2011,2
Gold Coast,2011,3
Gold Coast,2011,4
Gold Coast,2011,5
Gold Coast,2011,6
Gold Coast,2011,7
Gold Coast,2011,8
Gold Coast,2011,9
Gold Coast,2011,10
Gold Coast,2011,11
Gold Coast,2011,12
Gold Coast,2012,1
Gold Coast,2012,2
Gold Coast,2012,3
Gold Coast,2012,4
Gold Coast,2012,5
Gold Coast,2012,6
Gold Coast,2012,7
Gold Coast,2012,8
Gold Coast,2012,9
Gold Coast,2012,10
Gold Coast,2012,11
Gold Coast,2012,12
Gold Coast,2013,1
Gold Coast,2013,2
Gold Coast,2013,3
Gold Coast,2013,4
Gold Coast,2013,5
Gold Coast,2013,6
Gold Coast,2013,7
Gold Coast,2013,8
Gold Coast,2013,9
Gold Coast,2013,10
Gold Coast,2013,11
Gold Coast,2013,12
Gold Coast,2014,1
Gold Coast,2014,2
Gold Coast,2014,3
Gold Coast,2014,4
Gold Coast,2014,5
Gold Coast,2014,6
Gold Coast,2014,7
Gold Coast,2014,8
Gold Coast,2014,9
Gold Coast,2014,10
Gold Coast,2014,11
Gold Coast,2014,12
Gold Coast,2015,1
Gold Coast,2015,2
Gold Coast,2015,3
Gold Coast,2015,4
Gold Coast,2015,5
Gold Coast,2015,6
Gold Coast,2015,7
Gold Coast,2015,8
Gold Coast,2015,9
Gold Coast,2015,10
Gold Coast,2015,11
Gold Coast,2015,12
Gold Coast,2016,1
Gold Coast,2016,2
Gold Coast,2016,3
Gold Coast,2016,4
Gold Coast,2016,5
Gold Coast,2016,6
Gold Coast,2016,7
Gold Coast,2016,8
Gold Coast,2016,9
Gold Coast,2016,10
Gold Coast,2016,11
Gold Coast,2016,12
Gold Coast,2017,1
Gold Coast,2017,2
Gold Coast,2017,3
Gold Coast,2017,4
Gold Coast,2017,5
Gold Coast,2017,6
Gold Coast,2017,7
Gold Coast,2017,8
Gold Coast,2017,9
Gold Coast,2017,10
Gold Coast,2017,11
Gold Coast,2017,12
Gold Coast,2007,1
Gold Coast,2007,2
Gold Coast,2007,3
Gold Coast,2007,4
Gold Coast,2007,5
Gold Coast,2007,6
Gold Coast,2007,7
Gold Coast,2007,8
Gold Coast,2007,9
Gold Coast,2007,10
Gold Coast,2007,11
Gold Coast,2007,12
Hobart,2008,1
Hobart,2008,2
Hobart,2008,3
Hobart,2008,4
Hobart,2008,5
Hobart,2008,6
Hobart,2008,7
Hobart,2008,8
Hobart,2008,9
Hobart,2008,10
Hobart,2008,11
Hobart,2008,12
Hobart,2009,1
Hobart,2009,2
Hobart,2009,3
Hobart,2009,4
Hobart,2009,5
Hobart,2009,6
Hobart,2009,7
Hobart,2009,8
Hobart,2009,9
Hobart,2009,10
Hobart,2009,11
Hobart,2009,12
Hobart,2010,1
Hobart,2010,2
Hobart,2010,3
Hobart,2010,4
Hobart,2010,5
Hobart,2010,6
Hobart,2010,7
Hobart,2010,8
Hobart,2010,9
Hobart,2010,10
Hobart,2010,11
Hobart,2010,12
Hobart,2011,1
Hobart,2011,2
Hobart,2011,3
Hobart,2011,4
Hobart,2011,5
Hobart,2011,6
Hobart,2011,7
Hobart,2011,8
Hobart,2011,9
Hobart,2011,10
Hobart,2011,11
Hobart,2011,12
Hobart,2012,1
Hobart,2012,2
Hobart,2012,3
Hobart,2012,4
Hobart,2012,5
Hobart,2012,6
Hobart,2012,7
Hobart,2012,8
Hobart,2012,9
Hobart,2012,10
Hobart,2012,11
Hobart,2012,12
Hobart,2013,1
Hobart,2013,2
Hobart,2013,3
Hobart,2013,4
Hobart,2013,5
Hobart,2013,6
Hobart,2013,7
Hobart,2013,8
Hobart,2013,9
Hobart,2013,10
Hobart,2013,11
Hobart,2013,12
Hobart,2014,1
Hobart,2014,2
Hobart,2014,3
Hobart,2014,4
Hobart,2014,5
Hobart,2014,6
Hobart,2014,7
Hobart,2014,8
Hobart,2014,9
Hobart,2014,10
Hobart,2014,11
Hobart,2014,12
Hobart,2015,1
Hobart,2015,2
Hobart,2015,3
Hobart,2015,4
Hobart,2015,5
Hobart,2015,6
Hobart,2015,7
Hobart,2015,8
Hobart,2015,9
Hobart,2015,10
Hobart,2015,11
Hobart,2015,12
Hobart,2016,1
Hobart,2016,2
Hobart,2016,3
Hobart,2016,4
Hobart,2016,5
Hobart,2016,6
Hobart,2016,7
Hobart,2016,8
Hobart,2016,9
Hobart,2016,10
Hobart,2016,11
Hobart,2016,12
Hobart,2017,1
Hobart,2017,2
Hobart,2017,3
Hobart,2017,4
Hobart,2017,5
Hobart,2017,6
Hobart,2017,7
Hobart,2017,8
Hobart,2017,9
Hobart,2017,10
Hobart,2017,11
Hobart,2017,12
Hobart,2007,1
Hobart,2007,2
Hobart,2007,3
Hobart,2007,4
Hobart,2007,5
Hobart,2007,6
Hobart,2007,7
Hobart,2007,8
Hobart,2007,9
Hobart,2007,10
Hobart,2007,11
Hobart,2007,12
Katherine,2008,1
Katherine,2008,2
Katherine,2008,3
Katherine,2008,4
Katherine,2008,5
Katherine,2008,6
Katherine,2008,7
Katherine,2008,8
Katherine,2008,9
Katherine,2008,10
Katherine,2008,11
Katherine,2008,12
Katherine,2009,1
Katherine,2009,2
Katherine,2009,3
Katherine,2009,4
Katherine,2009,5
Katherine,2009,6
Katherine,2009,7
Katherine,2009,8
Katherine,2009,9
Katherine,2009,10
Katherine,2009,11
Katherine,2009,12
Katherine,2010,1
Katherine,2010,2
Katherine,2010,3
Katherine,2010,4
Katherine,2010,5
Katherine,2010,6
Katherine,2010,7
Katherine,2010,8
Katherine,2010,9
Katherine,2010,10
Katherine,2010,11
Katherine,2010,12
Katherine,2011,1
Katherine,2011,2
Katherine,2011,3
Katherine,2011,4
Katherine,2011,5
Katherine,2011,6
Katherine,2011,7
Katherine,2011,8
Katherine,2011,9
Katherine,2011,10
Katherine,2011,11
Katherine,2011,12
Katherine,2012,1
Katherine,2012,2
Katherine,2012,3
Katherine,2012,4
Katherine,2012,5
Katherine,2012,6
Katherine,2012,7
Katherine,2012,8
Katherine,2012,9
Katherine,2012,10
Katherine,2012,11
Katherine,2012,12
Katherine,2013,1
Katherine,2013,2
Katherine,2013,3
Katherine,2013,4
Katherine,2013,5
Katherine,2013,6
Katherine,2013,7
Katherine,2013,8
Katherine,2013,9
Katherine,2013,10
Katherine,2013,11
Katherine,2013,12
Katherine,2014,1
Katherine,2014,2
Katherine,2014,3
Katherine,2014,4
Katherine,2014,5
Katherine,2014,6
Katherine,2014,7
Katherine,2014,8
Katherine,2014,9
Katherine,2014,10
Katherine,2014,11
Katherine,2014,12
Katherine,2015,1
Katherine,2015,2
Katherine,2015,3
Katherine,2015,4
Katherine,2015,5
Katherine,2015,6
Katherine,2015,7
Katherine,2015,8
Katherine,2015,9
Katherine,2015,10
Katherine,2015,11
Katherine,2015,12
Katherine,2016,1
Katherine,2016,2
Katherine,2016,3
Katherine,2016,4
Katherine,2016,5
Katherine,2016,6
Katherine,2016,7
Katherine,2016,8
Katherine,2016,9
Katherine,2016,10
Katherine,2016,11
Katherine,2016,12
Katherine,2017,1
Katherine,2017,2
Katherine,2017,3
Katherine,2017,4
Katherine,2017,5
Katherine,2017,6
Katherine,2017,7
Katherine,2017,8
Katherine,2017,9
Katherine,2017,10
Katherine,2017,11
Katherine,2017,12
Katherine,2007,1
Katherine,2007,2
Katherine,2007,3
Katherine,2007,4
Katherine,2007,5
Katherine,2007,6
Katherine,2007,7
Katherine,2007,8
Katherine,2007,9
Katherine,2007,10
Katherine,2007,11
Katherine,2007,12
Launceston,2008,1
Launceston,2008,2
Launceston,2008,3
Launceston,2008,4
Launceston,2008,5
Launceston,2008,6
Launceston,2008,7
Launceston,2008,8
Launceston,2008,9
Launceston,2008,10
Launceston,2008,11
Launceston,2008,12
Launceston,2009,1
Launceston,2009,2
Launceston,2009,3
Launceston,2009,4
Launceston,2009,5
Launceston,2009,6
Launceston,2009,7
Launceston,2009,8
Launceston,2009,9
Launceston,2009,10
Launceston,2009,11
Launceston,2009,12
Launceston,2010,1
Launceston,2010,2
Launceston,2010,3
Launceston,2010,4
Launceston,2010,5
Launceston,2010,6
Launceston,2010,7
Launceston,2010,8
Launceston,2010,9
Launceston,2010,10
Launceston,2010,11
Launceston,2010,12
Launceston,2011,1
Launceston,2011,2
Launceston,2011,3
Launceston,2011,4
Launceston,2011,5
Launceston,2011,6
Launceston,2011,7
Launceston,2011,8
Launceston,2011,9
Launceston,2011,10
Launceston,2011,11
Launceston,2011,12
Launceston,2012,1
Launceston,2012,2
Launceston,2012,3
Launceston,2012,4
Launceston,2012,5
Launceston,2012,6
Launceston,2012,7
Launceston,2012,8
Launceston,2012,9
Launceston,2012,10
Launceston,2012,11
Launceston,2012,12
Launceston,2013,1
Launceston,2013,2
Launceston,2013,3
Launceston,2013,4
Launceston,2013,5
Launceston,2013,6
Launceston,2013,7
Launceston,2013,8
Launceston,2013,9
Launceston,2013,10
Launceston,2013,11
Launceston,2013,12
Launceston,2014,1
Launceston,2014,2
Launceston,2014,3
Launceston,2014,4
Launceston,2014,5
Launceston,2014,6
Launceston,2014,7
Launceston,2014,8
Launceston,2014,9
Launceston,2014,10
Launceston,2014,11
Launceston,2014,12
Launceston,2015,1
Launceston,2015,2
Launceston,2015,3
Launceston,2015,4
Launceston,2015,5
Launceston,2015,6
Launceston,2015,7
Launceston,2015,8
Launceston,2015,9
Launceston,2015,10
Launceston,2015,11
Launceston,2015,12
Launceston,2016,1
Launceston,2016,2
Launceston,2016,3
Launceston,2016,4
Launceston,2016,5
Launceston,2016,6
Launceston,2016,7
Launceston,2016,8
Launceston,2016,9
Launceston,2016,10
Launceston,2016,11
Launceston,2016,12
Launceston,2017,1
Launceston,2017,2
Launceston,2017,3
Launceston,2017,4
Launceston,2017,5
Launceston,2017,6
Launceston,2017,7
Launceston,2017,8
Launceston,2017,9
Launceston,2017,10
Launceston,2017,11
Launceston,2017,12
Launceston,2007,1
Launceston,2007,2
Launceston,2007,3
Launceston,2007,4
Launceston,2007,5
Launceston,2007,6
Launceston,2007,7
Launceston,2007,8
Launceston,2007,9
Launceston,2007,10
Launceston,2007,11
Launceston,2007,12
Melbourne,2008,1
Melbourne,2008,2
Melbourne,2008,3
Melbourne,2008,4
Melbourne,2008,5
Melbourne,2008,6
Melbourne,2008,7
Melbourne,2008,8
Melbourne,2008,9
Melbourne,2008,10
Melbourne,2008,11
Melbourne,2008,12
Melbourne,2009,1
Melbourne,2009,2
Melbourne,2009,3
Melbourne,2009,4
Melbourne,2009,5
Melbourne,2009,6
Melbourne,2009,7
Melbourne,2009,8
Melbourne,2009,9
Melbourne,2009,10
Melbourne,2009,11
Melbourne,2009,12
Melbourne,2010,1
Melbourne,2010,2
Melbourne,2010,3
Melbourne,2010,4
Melbourne,2010,5
Melbourne,2010,6
Melbourne,2010,7
Melbourne,2010,8
Melbourne,2010,9
Melbourne,2010,10
Melbourne,2010,11
Melbourne,2010,12
Melbourne,2011,1
Melbourne,2011,2
Melbourne,2011,3
Melbourne,2011,4
Melbourne,2011,5
Melbourne,2011,6
Melbourne,2011,7
Melbourne,2011,8
Melbourne,2011,9
Melbourne,2011,10
Melbourne,2011,11
Melbourne,2011,12
Melbourne,2012,1
Melbourne,2012,2
Melbourne,2012,3
Melbourne,2012,4
Melbourne,2012,5
Melbourne,2012,6
Melbourne,2012,7
Melbourne,2012,8
Melbourne,2012,9
Melbourne,2012,10
Melbourne,2012,11
Melbourne,2012,12
Melbourne,2013,1
Melbourne,2013,2
Melbourne,2013,3
Melbourne,2013,4
Melbourne,2013,5
Melbourne,2013,6
Melbourne,2013,7
Melbourne,2013,8
Melbourne,2013,9
Melbourne,2013,10
Melbourne,2013,11
Melbourne,2013,12
Melbourne,2014,1
Melbourne,2014,2
Melbourne,2014,3
Melbourne,2014,4
Melbourne,2014,5
Melbourne,2014,6
Melbourne,2014,7
Melbourne,2014,8
Melbourne,2014,9
Melbourne,2014,10
Melbourne,2014,11
Melbourne,2014,12
Melbourne,2015,1
Melbourne,2015,2
Melbourne,2015,3
Melbourne,2015,4
Melbourne,2015,5
Melbourne,2015,6
Melbourne,2015,7
Melbourne,2015,8
Melbourne,2015,9
Melbourne,2015,10
Melbourne,2015,11
Melbourne,2015,12
Melbourne,2016,1
Melbourne,2016,2
Melbourne,2016,3
Melbourne,2016,4
Melbourne,2016,5
Melbourne,2016,6
Melbourne,2016,7
Melbourne,2016,8
Melbourne,2016,9
Melbourne,2016,10
Melbourne,2016,11
Melbourne,2016,12
Melbourne,2017,1
Melbourne,2017,2
Melbourne,2017,3
Melbourne,2017,4
Melbourne,2017,5
Melbourne,2017,6
Melbourne,2017,7
Melbourne,2017,8
Melbourne,2017,9
Melbourne,2017,10
Melbourne,2017,11
Melbourne,2017,12
Melbourne,2007,1
Melbourne,2007,2
Melbourne,2007,3
Melbourne,2007,4
Melbourne,2007,5
Melbourne,2007,6
Melbourne,2007,7
Melbourne,2007,8
Melbourne,2007,9
Melbourne,2007,10
Melbourne,2007,11
Melbourne,2007,12
Melbourne Airport,2008,1
Melbourne Airport,2008,2
Melbourne Airport,2008,3
Melbourne Airport,2008,4
Melbourne Airport,2008,5
Melbourne Airport,2008,6
Melbourne Airport,2008,7
Melbourne Airport,2008,8
Melbourne Airport,2008,9
Melbourne Airport,2008,10
Melbourne Airport,2008,11
Melbourne Airport,2008,12
Melbourne Airport,2009,1
Melbourne Airport,2009,2
Melbourne Airport,2009,3
Melbourne Airport,2009,4
Melbourne Airport,2009,5
Melbourne Airport,2009,6
Melbourne Airport,2009,7
Melbourne Airport,2009,8
Melbourne Airport,2009,9
Melbourne Airport,2009,10
Melbourne Airport,2009,11
Melbourne Airport,2009,12
Melbourne Airport,2010,1
Melbourne Airport,2010,2
Melbourne Airport,2010,3
Melbourne Airport,2010,4
Melbourne Airport,2010,5
Melbourne Airport,2010,6
Melbourne Airport,2010,7
Melbourne Airport,2010,8
Melbourne Airport,2010,9
Melbourne Airport,2010,10
Melbourne Airport,2010,11
Melbourne Airport,2010,12
Melbourne Airport,2011,1
Melbourne Airport,2011,2
Melbourne Airport,2011,3
Melbourne Airport,2011,4
Melbourne Airport,2011,5
Melbourne Airport,2011,6
Melbourne Airport,2011,7
Melbourne Airport,2011,8
Melbourne Airport,2011,9
